in s,C2 in V
-2.9158068E-03,6.41508E+00
-2.9157616E-03,6.41508E+00
-2.9157164E-03,6.43461E+00
-2.9156712E-03,6.39555E+00
-2.9156260E-03,6.43461E+00
-2.9155808E-03,6.39555E+00
-2.9155356E-03,6.43461E+00
-2.9154904E-03,6.43461E+00
-2.9154452E-03,6.41508E+00
-2.9154000E-03,6.45414E+00
-2.9153548E-03,6.41508E+00
-2.9153096E-03,6.39555E+00
-2.9152644E-03,6.43461E+00
-2.9152192E-03,6.45414E+00
-2.9151740E-03,6.41508E+00
-2.9151288E-03,6.47367E+00
-2.9150836E-03,6.45414E+00
-2.9150384E-03,6.41508E+00
-2.9149932E-03,6.41508E+00
-2.9149480E-03,6.45414E+00
-2.9149028E-03,6.39555E+00
-2.9148576E-03,6.41508E+00
-2.9148124E-03,6.45414E+00
-2.9147672E-03,6.39555E+00
-2.9147220E-03,6.41508E+00
-2.9146768E-03,6.41508E+00
-2.9146316E-03,6.45414E+00
-2.9145864E-03,6.37602E+00
-2.9145412E-03,6.41508E+00
-2.9144960E-03,6.43461E+00
-2.9144508E-03,6.41508E+00
-2.9144056E-03,6.39555E+00
-2.9143604E-03,6.39555E+00
-2.9143152E-03,6.41508E+00
-2.9142700E-03,6.41508E+00
-2.9142248E-03,6.41508E+00
-2.9141796E-03,6.45414E+00
-2.9141344E-03,6.35648E+00
-2.9140892E-03,6.41508E+00
-2.9140440E-03,6.39555E+00
-2.9139988E-03,6.45414E+00
-2.9139536E-03,6.37602E+00
-2.9139084E-03,6.41508E+00
-2.9138632E-03,6.35648E+00
-2.9138180E-03,6.45414E+00
-2.9137728E-03,6.39555E+00
-2.9137276E-03,6.45414E+00
-2.9136824E-03,6.37602E+00
-2.9136372E-03,6.45414E+00
-2.9135920E-03,6.41508E+00
-2.9135468E-03,6.41508E+00
-2.9135016E-03,6.41508E+00
-2.9134564E-03,6.39555E+00
-2.9134112E-03,6.35648E+00
-2.9133660E-03,6.39555E+00
-2.9133208E-03,6.39555E+00
