in s,C2 in V
-5.30400E-07,-1.90195E+00
-5.29600E-07,-1.86289E+00
-5.28800E-07,-1.90195E+00
-5.28000E-07,-1.82383E+00
-5.27200E-07,-1.82383E+00
-5.26400E-07,-1.80430E+00
-5.25600E-07,-1.82383E+00
-5.24800E-07,-1.70664E+00
-5.24000E-07,-1.70664E+00
-5.23200E-07,-1.74570E+00
-5.22400E-07,-1.64805E+00
-5.21600E-07,-1.68711E+00
-5.20800E-07,-1.62852E+00
-5.20000E-07,-1.62852E+00
-5.19200E-07,-1.62852E+00
-5.18400E-07,-1.62852E+00
-5.17600E-07,-1.62852E+00
-5.16800E-07,-1.58945E+00
-5.16000E-07,-1.58945E+00
-5.15200E-07,-1.60898E+00
-5.14400E-07,-1.55039E+00
-5.13600E-07,-1.55039E+00
-5.12800E-07,-1.53086E+00
-5.12000E-07,-1.51133E+00
-5.11200E-07,-1.51133E+00
-5.10400E-07,-1.55039E+00
-5.09600E-07,-1.53086E+00
-5.08800E-07,-1.49180E+00
-5.08000E-07,-1.43320E+00
-5.07200E-07,-1.49180E+00
-5.06400E-07,-1.51133E+00
-5.05600E-07,-1.49180E+00
-5.04800E-07,-1.53086E+00
-5.04000E-07,-1.51133E+00
-5.03200E-07,-1.49180E+00
-5.02400E-07,-1.55039E+00
-5.01600E-07,-1.49180E+00
-5.00800E-07,-1.51133E+00
-5.00000E-07,-1.55039E+00
-4.99200E-07,-1.55039E+00
-4.98400E-07,-1.53086E+00
-4.97600E-07,-1.55039E+00
-4.96800E-07,-1.53086E+00
-4.96000E-07,-1.55039E+00
-4.95200E-07,-1.49180E+00
-4.94400E-07,-1.55039E+00
-4.93600E-07,-1.56992E+00
-4.92800E-07,-1.55039E+00
-4.92000E-07,-1.55039E+00
-4.91200E-07,-1.66758E+00
-4.90400E-07,-1.60898E+00
-4.89600E-07,-1.60898E+00
-4.88800E-07,-1.62852E+00
-4.88000E-07,-1.58945E+00
-4.87200E-07,-1.64805E+00
-4.86400E-07,-1.60898E+00
-4.85600E-07,-1.68711E+00
-4.84800E-07,-1.70664E+00
-4.84000E-07,-1.62852E+00
-4.83200E-07,-1.62852E+00
-4.82400E-07,-1.66758E+00
-4.81600E-07,-1.66758E+00
-4.80800E-07,-1.68711E+00
-4.80000E-07,-1.68711E+00
-4.79200E-07,-1.68711E+00
-4.78400E-07,-1.72617E+00
-4.77600E-07,-1.64805E+00
-4.76800E-07,-1.66758E+00
-4.76000E-07,-1.68711E+00
-4.75200E-07,-1.64805E+00
-4.74400E-07,-1.70664E+00
-4.73600E-07,-1.68711E+00
-4.72800E-07,-1.62852E+00
-4.72000E-07,-1.70664E+00
-4.71200E-07,-1.68711E+00
-4.70400E-07,-1.72617E+00
-4.69600E-07,-1.64805E+00
-4.68800E-07,-1.72617E+00
-4.68000E-07,-1.64805E+00
-4.67200E-07,-1.68711E+00
-4.66400E-07,-1.68711E+00
-4.65600E-07,-1.74570E+00
-4.64800E-07,-1.62852E+00
-4.64000E-07,-1.66758E+00
-4.63200E-07,-1.62852E+00
-4.62400E-07,-1.66758E+00
-4.61600E-07,-1.68711E+00
-4.60800E-07,-1.68711E+00
-4.60000E-07,-1.64805E+00
-4.59200E-07,-1.68711E+00
-4.58400E-07,-1.64805E+00
-4.57600E-07,-1.66758E+00
-4.56800E-07,-1.66758E+00
-4.56000E-07,-1.68711E+00
-4.55200E-07,-1.64805E+00
-4.54400E-07,-1.68711E+00
-4.53600E-07,-1.68711E+00
-4.52800E-07,-1.68711E+00
-4.52000E-07,-1.62852E+00
-4.51200E-07,-1.60898E+00
-4.50400E-07,-1.64805E+00
-4.49600E-07,-1.66758E+00
-4.48800E-07,-1.64805E+00
